ServiceNo,StopSequence,BusStopCode,Description,MRTBusStop,MRTLine,average_passenger_volume,Latitude,Longitude,outcome
100,62,11059,Queenstown Polyclinic,0,,58923.666666666664,1.29882892782979,103.80097389222824,keep
100,63,11049,Opp Blessed Sacrament Ch,0,,31229.333333333332,1.2954609366563,103.79952549937242,keep
100,64,11039,Blk 19,0,,25803.666666666668,1.29245762862665,103.79998683928974,keep
100,65,11029,Blk 166/Aft Mei Chin Rd,0,,97373.66666666667,1.29013472201419,103.80202111098816,keep
100,66,11519,Opp Queensway Shop Ctr,0,,151042.66666666666,1.28665742231261,103.80334129425304,keep
100,67,18019,Bef Telok Blangah Hill Pk,0,,40015.0,1.28091055556275,103.80252305556164,keep
100,68,15059,Opp Alexandra Pt,0,,63069.333333333336,1.27686194443878,103.80270111113056,keep
100,69,15049,Opp Alexandra Retail Ctr,0,,74540.33333333333,1.274590541032,103.80216344738956,keep
100,70,14189,Aft Alexandra Rd,0,,14146.333333333334,1.27269303340787,103.80398363214624,keep
100,71,14179,Yeo's Bldg,0,,15310.333333333334,1.27188454577735,103.80630000533796,keep
100,72,14169,Opp Telok Blangah Stn,1,['Circle Line'],105244.0,1.27118550385957,103.80941810434496,keep
100,73,14159,Bef Chr Community Chapel,0,,50020.666666666664,1.26994046445496,103.81315419081788,keep
100,74,14139,Bef Seah Im Rd,0,,43752.0,1.2686352773503,103.81546952380808,keep
100,75,14129,Harbourfront Stn Exit A,1,['North-East Line'],285303.6666666667,1.26607869101924,103.81977877391114,keep
100,76,14119,Opp VivoCity,0,,131610.0,1.26592360897281,103.8222827803663,keep
100,77,14109,Keppel DP Blk 517,0,,6202.333333333333,1.26804601553507,103.8272249050558,keep
100,78,14089,Opp Tg Pagar DP Blk F5,0,,1170.0,1.27046005041763,103.829792773326,keep
100,79,14069,Former Railway Stn,0,,10195.333333333334,1.272538056,103.8364069,keep
100,80,5641,Bef Cantonment Rd,0,,39380.666666666664,1.27272393115133,103.84140618785226,keep
100,81,3222,Hub Synergy Pt,0,,50708.666666666664,1.27397836925637,103.84489562922414,keep
100,82,3111,Aft Capital Twr,0,,87324.33333333333,1.2778259536079,103.8481011719729,keep
100,83,3031,Raffles Pl Stn Exit F,1,"['North-South Line', 'East-West Line']",55613.333333333336,1.28207492207952,103.85086074925066,keep
100,84,3011,Fullerton Sq,0,,80151.66666666667,1.28561840945474,103.85342223246428,keep
100,85,2111,Esplanade Bridge,0,,21825.333333333332,1.29095592348389,103.85453419435228,keep
100,86,1611,Aft Raffles Hotel,0,,21662.333333333332,1.29527259171342,103.85533686181174,keep
100,87,1621,Opp Shaw Twrs,0,,25860.666666666668,1.29695888888745,103.85655611109846,keep
100,88,1511,Opp The Gateway,0,,24185.666666666668,1.29919826103807,103.85864518302436,keep
100,89,1521,Opp Plaza Parkroyal,0,,28586.0,1.30088304437602,103.86066098182194,keep
100,90,1411,Opp St. John HQ,0,,41211.0,1.30211332865049,103.86295598167332,keep
100,91,1421,Opp Golden Mile Cplx,0,,40569.666666666664,1.30338444400173,103.8648388889864,keep
100,92,1341,Southbank,0,,9682.666666666666,1.30647555600578,103.86452527798744,keep
100,93,80011,AFT PADANG JERINGAU,0,,53275.666666666664,1.30972720802554,103.86737828692956,keep
100,94,80031,Kallang Stn,1,['East-West Line'],169433.66666666666,1.31107705658993,103.8713149052975,keep
100,95,80051,Aft Lor 1 Geylang,0,,161250.66666666666,1.31251499997324,103.87326194447364,keep
100,96,80071,Yi Xiu Fty Bldg,0,,176112.0,1.31380009198455,103.8765539400638,keep
100,97,80091,Bef Lor 23 Geylang,0,,148050.33333333334,1.31489775184137,103.88095141640784,keep
100,98,81081,Opp Aljunied Stn,1,['East-West Line'],147252.0,1.31621665907428,103.88168156879212,keep
100,99,81091,Sims Urban Oasis,0,,51172.666666666664,1.31935333297674,103.88173111103306,keep
100,100,70011,Opp Blk 125,0,,19400.0,1.32317687661433,103.88116008329276,keep
100,101,70021,Opp Canossa Catholic Pr,0,,31142.666666666668,1.32640814876454,103.88033937941422,keep
100,102,70031,Opp Aljunied Pk,0,,64167.333333333336,1.3292670732562,103.87941087761013,keep
100,103,70041,Opp Blk 4,0,,61708.666666666664,1.33340805598283,103.87841250002135,keep
100,104,70051,Aft Joo Seng Rd,0,,57609.0,1.33627202154131,103.87777948299752,keep
100,105,70061,Bef Bidadari Pk Dr,0,,18242.333333333332,1.3375,103.87444,keep
100,106,61031,Woodleigh Stn Exit B,1,['North-East Line'],213528.33333333334,1.33836472248768,103.8704496726279,keep
100,107,61041,Bef Braddell Rd,0,,11317.666666666666,1.34142999996834,103.87049194397346,keep
100,108,62111,Aft Sommerville Rd,0,,22395.333333333332,1.34509852230089,103.87077171254076,keep
